,page,job_id,title,role_id,listing_date,teaser,classification,subClassification,workType,location,suburbWhereValue,salary,companyName,company_advertiser,isPrivateAdvertiser
154,8,54152492,Solution Architect,solutions-architect,2021-09-30T08:14:46Z,Excellent permanent opportunity to lead Architecture function at one of Australia’s largest customer owned banks.,Information & Communication Technology,Architects,Full Time,Adelaide,Adelaide SA 5000,,Hays Recruitment,Hays Technology,False
155,8,54023959,Business Analyst (Health) - based in Darwin,business-analyst,2021-09-22T01:47:23Z,Business Analysts required to support the delivery of an Electronic Patient Record system as part of a major technology program.,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,,Excellent Rate,Harvey Nash,Harvey Nash,False
156,8,54298262,Rolling Recruitment - Language Careers,recruitment,2021-10-11T04:38:36Z,The Australian Signals Directorate is seeking to fill a number of ASD4-6 positions within the agency.,Consulting & Strategy,Other,Full Time,Adelaide,Adelaide SA 5000,"$69,811 - $95,873 (plus 15.4% superannuation)",Australian Department of Defence,Australian Signals Directorate,False
157,8,54095334,"Team Leader, Business Systems Support",team-leader,2021-09-27T19:31:06Z,"Delivers advanced data analysis, business requirement planning and Key Performance Indicator (KPI) reporting services.",Information & Communication Technology,Other,Contract/Temp,Adelaide,,,SA Health,S.A. Health,False
158,8,54204538,"Manager, Business Analysis",business-analyst-manager,2021-10-05T04:12:55Z,"Lead a professional team, responsible for business analysis and process improvement activities across our Consumer Services portfolio.",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,,,News Corp,News Corp Australia,False
159,8,54137647,Finance Business Analyst,finance-business-analyst,2021-09-29T23:32:11Z,Join a growing Finance team at Glencore's Ernest Henry Mining today!,"Mining, Resources & Energy",Analysis & Reporting,Full Time,Adelaide,,,Glencore,Glencore,False
160,8,54095352,Senior Business Analyst,business-analyst,2021-09-27T19:31:10Z,Responsible for leading the business analysis components of the relevant Digital Health Project(s).,Government & Defence,Government - State,Contract/Temp,Adelaide,,,SA Health,S.A. Health,False
161,8,53966901,Business Analyst,business-analyst,2021-09-17T05:03:59Z,"LMS requires the services of a part-time or full-time Business Development Associate in Unley, South Australia.",Consulting & Strategy,Analysts,Full Time,Adelaide,Unley SA 5061,,LMS Energy,LMS Energy Pty Ltd,False
162,8,54023959,Business Analyst (Health) - based in Darwin,business-analyst,2021-09-22T01:47:23Z,Business Analysts required to support the delivery of an Electronic Patient Record system as part of a major technology program.,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,,Excellent Rate,Harvey Nash,Harvey Nash,False
163,8,54034584,Financial Business Analyst,finance-business-analyst,2021-09-22T08:00:17Z,Bring your proven analysis and modelling skills to provide meaningful insights across a dynamic business environment,Accounting,Analysis & Reporting,Full Time,Adelaide,Adelaide SA 5000,Competitive Salary - challenging & rewarding role,GFG Alliance,GFG Alliance,False
164,8,53994593,IT Strategy and Regulatory Analyst,regulatory-analyst,2021-09-20T06:41:13Z,Support the development of the long-term Digital and Data Strategy.,Information & Communication Technology,Other,Full Time,Adelaide,,,SA Power Networks,SA Power Networks,False
165,8,53931234,"Immediate opening for Workflow Analyst with JIRA in Melbourne, Australia",workflow-analyst,2021-09-15T07:04:37Z,"We have an Immediate opening for Workflow Analyst with JIRA in Melbourne, Australia",Information & Communication Technology,Engineering - Software,Full Time,Adelaide,Adelaide SA 5000,,,Ciber global,False
166,8,54289113,Artificial Intelligence (AI) Product Delivery Manager,product-delivery-manager,2021-10-11T00:15:13Z,Proactive manager looking to use data/process specialist skills utilising Machine Learning in a In Vitro Diagnostics device (APAS Independence),Information & Communication Technology,Product Management & Development,Full Time,Adelaide,Adelaide SA 5000,,LBT Innovations,LBT Innovations,False
167,8,54101314,Data Administrator,data-administrator,2021-09-28T01:26:11Z,Exciting opportunity to work for an Australian owned global construction business for a skilled Data Administrator on a temporary basis.,Administration & Office Support,Administrative Assistants,Contract/Temp,Adelaide,,,Charterhouse,Charterhouse,False
168,8,53876651,Data Engineer / Software Engineer,software-engineer,2021-09-12T20:39:24Z,"As a Mid to Senior Data Engineer, you will get hands-on experience in all facets of the data that we collect.",Information & Communication Technology,Engineering - Software,Full Time,Adelaide,Adelaide SA 5000,,The Iconic,THE ICONIC,False
169,8,54112690,Business Analyst / Project Coordinator,project-coordinator,2021-09-28T07:44:37Z,"Develop and deliver business requirements, project proposals, and manage project coordination tasks",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,,,Nova Group,Nova Group,False
170,8,53982129,Data Management Officer,data-management-officer,2021-09-20T00:11:50Z,"Raytheon Australia is seeking an experienced Data Management Officer to join our team based in Mawson Lakes, SA.",Engineering,Systems Engineering,Full Time,Adelaide,Mawson Lakes SA 5095,,Raytheon Australia,Raytheon Australia,False
171,8,53990068,Contracts Analyst - Information Systems,contract-analyst,2021-09-20T04:21:55Z,Come join the Santos team in Adelaide.,Accounting,Analysis & Reporting,Full Time,Adelaide,,,Santos,Santos Ltd,False
172,8,54224020,Senior Analyst - Digital and Tech Risk (Tech Assurance),analyst,2021-10-06T03:30:25Z,"Calling for professionals with experience in auditing general computer controls and IT control testing of applications, operating systems.",Information & Communication Technology,Consultants,Full Time,Adelaide,,,Deloitte,Deloitte,False
173,8,54157211,SAS Developer,sas-developer,2021-09-30T23:35:11Z,Deliver functional improvements and simplify a number of existing business processes.,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,,fantastic salary package,Paxus,Paxus,False
174,8,54273637,Policy Analyst,policy-analyst,2021-10-08T05:56:38Z,An Exciting opportunity to be a part of our growing Banking Operations team based in Adelaide,Banking & Financial Services,Mortgages,Full Time,Adelaide,Adelaide SA 5000,"Remuneration AUD $85,000 plus 12% superannuation",AMP,AMP Services Limited,False
175,8,54095335,"Team Leader, Business Systems Support",team-leader,2021-09-27T19:31:07Z,"Delivers advanced data analysis, business requirement planning and Key Performance Indicator (KPI) reporting services.",Government & Defence,Government - State,Contract/Temp,Adelaide,,,SA Health,S.A. Health,False
176,9,54266460,Business Analyst / Project Coordinator,project-coordinator,2021-10-08T03:06:30Z,"Use your creativity and analysis skills to define new product features; shape existing user experiences in a dynamic, collaborative team environment.",Information & Communication Technology,Product Management & Development,Contract/Temp,Adelaide,,Attractive salary and great location,Ascender,Ascender,False
177,9,54152492,Solution Architect,solutions-architect,2021-09-30T08:14:46Z,Excellent permanent opportunity to lead Architecture function at one of Australia’s largest customer owned banks.,Information & Communication Technology,Architects,Full Time,Adelaide,Adelaide SA 5000,,Hays Recruitment,Hays Technology,False
178,9,54261076,Test Analyst,testing-analyst,2021-10-08T00:34:16Z,3 month initial contract to work on a software development program with state government client.,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,Adelaide SA 5000,Competitive hourly pay + Super,Paxus,Paxus,False
179,9,53967284,Technical Business Analyst - MDM/SQL/ETL/SSIS - based in Darwin,technical-business-analyst,2021-09-17T05:15:49Z,"Technical Business Analyst to elicit, analyse, document and communicate business requirements and business rules to enable system integration.",Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,,Excellent Rate,Harvey Nash,Harvey Nash,False
180,9,54170284,Tactical Data Link (TDL) Software Engineers,software-engineer,2021-10-01T05:57:34Z,"Work in the Tactical Data Link software capability, providing engineering support to multiple Boeing Defence Australia projects and programs.",Information & Communication Technology,Engineering - Software,Full Time,Adelaide,,,Boeing,Boeing Defence Australia,False
181,9,54112367,Business Improvement Officer,business-improvement-officer,2021-09-28T07:30:39Z,Work as part of a high performing team to analyse business requirements and assist in the delivery of a diverse range of key projects,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Campbelltown SA 5074,"$85,742 p.a. + 10% Super",City of Campbelltown,City of Campbelltown,False
182,9,54012506,Senior Estimating and Pricing Officer - Capability Cost Analyst,pricing-officer,2021-09-21T05:48:19Z,Apply your strength in life cycle cost modelling and analysis for the largest shipbuilding project in South Australia,Engineering,Project Management,Full Time,Adelaide,,,BAE Systems,BAE Systems,False
183,9,53900521,Associate Graduate Consultant,consultant,2021-09-14T00:48:30Z,Build your career in a global consulting organisation who invests in your future and career development,Information & Communication Technology,Consultants,Full Time,Adelaide,,,Capgemini,Capgemini Australia Pty Ltd,False
184,9,54137368,"Change Analyst, Transformation Program",change-analyst,2021-09-29T23:01:02Z,"12 month contract - we’re looking for an innovative, experience-focused change analyst",Government & Defence,Government - State,Full Time,Adelaide,,"Salary range of $119,113-$136,874 plus Super",AHPRA,Australian Health Practitioner Regulation Agency,False
185,9,54253394,Safety Technology Innovation Advisor - passion for people and Technology?,Innovation-Advisor,2021-10-07T08:31:06Z,"Are you a Safety Advisor with a passion for tech, or a Tech/Business Analyst with a passion for people? Why not combine your passions into one role!",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,,,The Safe Step,The Safe Step,False
186,9,54298421,Rolling Recruitment - Language Careers,recruitment,2021-10-11T04:42:25Z,The Australian Signals Directorate is seeking to fill a number of ASD 4-6 positions within the agency.,Human Resources & Recruitment,Other,Full Time,Adelaide,Adelaide SA 5000,"$69,811 - $95,873 (plus 15.4% superannuation)",Australian Department of Defence,Australian Signals Directorate,False
187,9,54032962,Salesforce Administrator / Business Analyst,salesforce-administrator,2021-09-22T06:50:35Z,We are looking for a new team player that would welcome the opportunity to expand on your current skills in Salesforce.,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,,Big Data Digital,False
188,9,53911709,Business Analyst / Project Coordinator,project-coordinator,2021-09-14T06:51:59Z,Leverage your change management skills to roll out product initiatives to an eager customer base.,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,,Attractive salary and great location,Ascender,Ascender,False
189,9,54004246,Clinical Database Programmer,database-programmer,2021-09-21T01:25:30Z,"We are currently recruiting for a Clinical Programmer to design, develop, implement, maintain and support database systems and ensure they meet the re",Healthcare & Medical,Clinical/Medical Research,Full Time,Adelaide,Thebarton SA 5031,,Avance Clinical,Avance Clinical Pty Ltd,False
190,9,54277090,Senior Analyst | External Audit | Adelaide,external-auditor,2021-10-08T08:30:11Z,This is an exciting career opportunity for a career focussed Senior  Analyst to join our external audit service.,Accounting,Audit - External,Full Time,Adelaide,,,Deloitte,Deloitte,False
191,9,54195861,Product Data Coordinator,data-coordinator,2021-10-04T23:39:21Z,An exciting fixed term opportunity for an energetic Data Coordinator to join the team based in either our Dulwich or Rowland Flat offices.,Marketing & Communications,Product Management & Development,Contract/Temp,Adelaide,Dulwich SA 5065,Attractive remuneration package &product allowance,Pernod Ricard,Pernod Ricard Winemakers,False
192,9,53938511,Senior Strategy Analyst,strategic-analyst,2021-09-16T00:12:10Z,"Open to locations in Melbourne, Sydney & Adelaide, you will build a customer-insight based organisational strategy & support its delivery",Consulting & Strategy,Analysts,Full Time,Adelaide,,Competitive salary + other benefits on offer,Elders Rural Services,Elders Limited,False
193,9,54055568,Graduate Analytical Scientists (Immunoassay),scientist,2021-09-23T09:02:41Z,"An exciting opportunity has arisen for two enthusiastic Graduate Analytical Scientists to join our team, take the next step in your career now.",Science & Technology,Biological & Biomedical Sciences,Full Time,Adelaide,Thebarton SA 5031,,Agilex Biolabs,Agilex Biolabs Pty Ltd,False
194,9,53892779,BI Manager,business-intelligence-manager,2021-09-13T07:04:08Z,Join a customer-owned bank with data at the core of their strategy and success,Information & Communication Technology,Management,Full Time,Adelaide,Adelaide SA 5000,,Hays Recruitment,Hays Technology,False
195,9,53882675,Senior Business Analyst,business-analyst,2021-09-13T01:46:31Z,"A great opportunity for an experienced Senior Business Analyst to work as part of a successful, growing team!",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,Harrison McMillan,Harrison McMillan,False
196,9,54137367,"Change Analyst, Transformation Program",change-analyst,2021-09-29T23:01:02Z,"12 month contract - we’re looking for an innovative, experience-focused change analyst",Consulting & Strategy,Management & Change Consulting,Full Time,Adelaide,,"Salary range of $119,113-$136,874 plus Super",AHPRA,Australian Health Practitioner Regulation Agency,False
197,9,54043105,Senior Systems Analyst - Oracle,systems-analyst,2021-09-23T01:45:07Z,"The Oracle Senior Systems Analyst will be responsible for the technical lifecycle of systems planned, or implemented, within the Oracle business en...",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,,,BAE Systems,BAE Systems,False
198,10,54008291,Data Analyst,data-analyst,2021-09-21T03:40:32Z,Excellent opportunity to move your career to a highly regarded research organisation. Leverage your passion and apply your skills to make an impact.,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time,Adelaide,Adelaide SA 5000,,,NCVER,False
199,10,54111544,Business Analyst,business-analyst,2021-09-28T06:58:01Z,Play a vital role in delivering thorough business and technical analysis to enhance end-user experience,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,Competitive Salary Package,Robert Walters,Robert Walters,False
200,10,54173479,Are YOU The Technical Support And Data Management Guru We Need?!,technical-support,2021-10-01T07:23:21Z,Join a rapidly growing family owned business supporting sheep farmers to succeed with Software and Technology.,Information & Communication Technology,Help Desk & IT Support,Full Time,Adelaide,Lonsdale SA 5160,"$50,000-$70,000 (based on skills & experience)",,BreedELITE,False
201,10,54158971,IT Network Analyst,network-analyst,2021-10-01T00:34:00Z,"You will work in a fun, supportive and high achieving team as well as being exposed to a wide array of new technologies.",Government & Defence,Government - State,Full Time,Adelaide,,,SA Water,SA Water,False
202,10,54158969,IT Network Analyst,network-analyst,2021-10-01T00:34:00Z,"You will work in a fun, supportive and high achieving team as well as being exposed to a wide array of new technologies.",Government & Defence,Government - State,Full Time,Adelaide,,,SA Water,SA Water,False
203,10,54243406,"Test Analyst (Health) SQL, HL7 - Based in Darwin",testing-analyst,2021-10-07T02:32:21Z,Large enterprise organisation based in Darwin is seeking experienced Test Analyst(s) to support the delivery of multiple projects.,Information & Communication Technology,Testing & Quality Assurance,Contract/Temp,Adelaide,,Excellent rate,Harvey Nash,Harvey Nash,False
204,10,54066613,Engineering Lead/Manager - Data Processing,engineering-manager,2021-09-24T04:31:06Z,An excellent opportunity to join our software development team in the role of Engineering Lead/Manager - Data Processing.,Information & Communication Technology,Engineering - Software,Full Time,Adelaide,Adelaide SA 5000,,Aerometrex,Aerometrex,False
205,10,54105575,Configuration Controller,configuration-controller,2021-09-28T03:39:03Z,Data management support in project environment,Engineering,Other,Full Time,Adelaide,Edinburgh SA 5111,,BAE Systems,BAE Systems,False
206,10,54137067,Operations Finance Analyst - SA/VIC,financial-analyst,2021-09-29T22:45:46Z,"Global FMCG Brand | Finance partner lead for 2 sites | Strong business partnering | Multiple stakeholder groups | Career path, development available",Accounting,Cost Accounting,Full Time,Adelaide,,"$120,000 - $130,000 total package + bonus",Sharp and Carter,Sharp & Carter Finance & Accounting WS,False
207,10,54225119,Information Security Analyst,information-security-analyst,2021-10-06T04:00:59Z,"Maintain effective operations and monitoring of Information Security tools, systems, solutions and processes. Permanent, full time. Based in Adelaide",Information & Communication Technology,Security,Full Time,Adelaide,Adelaide SA 5000,Salary packaging options are available,Australian Red Cross,Australian Red Cross,False
208,10,54101513,Research Assistant,research-assistant,2021-09-28T01:30:45Z,Contribute to the research efforts of Education Futures and undertake research on the translation of the science of learning.,Education & Training,Other,Full Time,Adelaide,Mawson Lakes SA 5095,"Commencement Salary: $72,218 pa (plus 17% super)",University of South Australia,University of South Australia,False
209,10,54303171,Business Improvement Specialist,business-improvement-specialist,2021-10-11T07:13:02Z,"Be a part of the biggest infrastructure project in South Australia’s history, and deliver the final piece of the North-South Corridor.",Government & Defence,Government - State,Full Time,Adelaide,Adelaide SA 5000,,Department for Infrastructure and Transport SA,Department for Infrastructure and Transport,False
210,10,54303170,Business Improvement Specialist,business-improvement-specialist,2021-10-11T07:13:02Z,"Be a part of the biggest infrastructure project in South Australia’s history, and deliver the final piece of the North-South Corridor.",Administration & Office Support,Other,Full Time,Adelaide,Adelaide SA 5000,,Department for Infrastructure and Transport SA,Department for Infrastructure and Transport,False
211,10,54253287,2022 Ecology and Conservation Internship Program (All Regions),,2021-10-07T08:16:20Z,AWC offers opportunities for promising graduate students to gain valuable field experience in conservation research via its Internship Program.,Science & Technology,"Environmental, Earth & Geosciences",Casual/Vacation,Adelaide,Marion SA 5043,,Australian Wildlife Conservancy,AUSTRALIAN WILDLIFE CONSERVANCY,False
212,10,54249288,"Senior Analyst, Investment Operations",investment-analyst,2021-10-07T05:18:05Z,"Join a dynamic and driven operations team within Funds SA, an Adelaide based and globally connected investment management partner.",Accounting,Treasury,Contract/Temp,Adelaide,Adelaide SA 5000,Attractive remuneration package,Robert Walters,Robert Walters,False
213,10,54021352,Graduate Analytical Scientist (LCMS),scientist,2021-09-22T00:15:07Z,A fantastic opportunity has arisen for multiple enthusiastic Graduate Analytical Scientists to join our friendly LCMS team at Agilex Biolabs.,Science & Technology,Biological & Biomedical Sciences,Full Time,Adelaide,Thebarton SA 5031,,Agilex Biolabs,Agilex Biolabs Pty Ltd,False
214,10,54014182,Senior Integration Analyst,integration-analyst,2021-09-21T06:40:56Z,APA is a leading Australian Securities Exchange (ASX) listed energy infrastructure business.,Information & Communication Technology,Engineering - Software,Full Time,Adelaide,Adelaide SA 5000,,APA Group,APA Group,False
215,10,54249221,Operations Associate - Adelaide,operations-associate,2021-10-07T05:16:28Z,Beam is Asia-Pacific’s largest and fastest-growing shared micromobility company led by technology and innovation.,Information & Communication Technology,Other,Full Time,Adelaide,,,,Beam,False
216,10,54150008,HR Systems Specialist,systems-specialist,2021-09-30T06:30:18Z,Supervise the implementation and daily operation of the Human Resource Information System – HRIS,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,Great work/life balance and team environment,GFG Alliance,GFG Alliance,False
217,10,54093989,Building Services Analyst,services-analyst,2021-09-27T08:34:44Z,"Put your BMS, HVAC or Mechanical Technician expertise to work. Use the latest technology for analysis and remote monitoring for QLD, SA & WA sites.",Engineering,Building Services Engineering,Full Time,Adelaide,,,Schneider Electric,Schneider Electric,False
218,10,54253280,Safety Technology Innovation Advisor - passion for people and Technology?,Innovation-Advisor,2021-10-07T08:15:56Z,"Are you a Safety Advisor with a passion for tech, or a Tech/Business Analyst with a passion for people? Why not combine your passions into one role!",Human Resources & Recruitment,Occupational Health & Safety,Full Time,Adelaide,,,The Safe Step,The Safe Step,False
219,10,53932155,"Data & Analytics Architect, SAP S/4HANA",Data-and-Analytics-Architect,2021-09-15T07:24:26Z,Critical infrastructure org needs a Data & Analytics Architect to perform a lead role on a S/4 HANA transition program.  Excellent $$$ on offer!!!,Information & Communication Technology,Architects,Contract/Temp,Adelaide,,,Embedded Expertise,Embedded Expertise,False
220,11,53957175,Corporate Analyst and Senior Corporate Analyst,corporate-analyst,2021-09-17T00:42:40Z,Imagine yourself advising a diverse range of clients on some of their most important decisions and help them achieve their goals for the future?,Accounting,Analysis & Reporting,Full Time,Adelaide,Adelaide SA 5000,,,SRG Partners,False
221,11,53994665,Business Analytics Developer,analytics-developer,2021-09-20T06:44:23Z,Opportunity for a commercially focused business analytics professional to deliver visual dashboard driven solutions to a global customer base,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,Detmold Group,Detmold Group,False
222,11,53876073,ERP Functional Analyst,functional-analyst,2021-09-12T09:52:52Z,Seeking an ERP Functional Analyst with experience managing and delivering ERP/ERM projects preferably with Supply Chain & Manufacturing capabilities,Information & Communication Technology,Programme & Project Management,Full Time,Adelaide,Osborne SA 5017,,BAE Systems,BAE Systems,False
223,11,54004176,SAS Programmer / Statistical Programmer,sas-programmer,2021-09-21T01:22:47Z,"We are recruiting for a SAS Programmer to provide clinical programming expertise in the production of SDTM tabulations, ADaM, tables, figures and list",Healthcare & Medical,Clinical/Medical Research,Full Time,Adelaide,,,Avance Clinical,Avance Clinical Pty Ltd,False
224,11,53988801,Transaction Services Senior Analyst,transaction-services-analyst,2021-09-20T03:45:26Z,A Top 4 Accounting Firm are looking for a Senior Analyst to join their Transaction Services team.,Accounting,Analysis & Reporting,Full Time,Adelaide,,,Genius People,Genius People,False
225,11,53965908,Systems Analyst -  SAP - PSCD,systems-analyst,2021-09-17T04:37:53Z,SYPAQ – Long Term Opportunity - Join Our Team - Since 1992,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,,,SYPAQ Systems,SYPAQ Systems,False
226,11,54047878,Graduate Program 2022,,2021-09-23T04:17:01Z,"Excellent opportunity to join AEMO's 2022 Graduate Program, we are looking for Technology, Engineering and Science/Maths Grads.","Mining, Resources & Energy",Other,Full Time,Adelaide,Adelaide SA 5000,,Australian Energy Market Operator,Australian Energy Market Operator (AEMO),False
227,11,54245420,Workforce Manager and Insights,workforce-manager,2021-10-07T03:30:11Z,12 month opportunity for an experienced Workforce Manager to join our Optus Business Team!,Call Centre & Customer Service,Management & Support,Full Time,Adelaide,,,Optus,Optus,False
228,11,54158970,IT Network Analyst,network-analyst,2021-10-01T00:33:59Z,"You will work in a fun, supportive and high achieving team as well as being exposed to a wide array of new technologies.",Information & Communication Technology,Networks & Systems Administration,Full Time,Adelaide,,,SA Water,SA Water,False
229,11,54256882,CRM/CX Specialist (HubSpot),customer-experience-specialist,2021-10-07T22:25:11Z,"You will be responsible for the management, development, and maintenance of our HubSpot Customer Relationship Manager (CRM) system",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,Academy of Interactive Entertainment,Academy of Interactive Entertainment,False
230,11,54013376,Senior Business Analyst VIC (Adelaide Based),business-analyst,2021-09-21T06:17:15Z,Financial Management role supporting our Victorian asset during an exciting period of growth based from our head office in Adelaide.,"Mining, Resources & Energy",Analysis & Reporting,Full Time,Adelaide,Adelaide SA 5000,,Beach Energy,Beach Energy Limited,False
231,11,54142385,Senior Planning & Analytical Services Lead,service-lead,2021-09-30T02:16:09Z,Leading a team and capability within IDS to ensure operational leadership and delivery of planning and analytical services to the University.,Information & Communication Technology,Management,Full Time,Adelaide,Bedford Park SA 5042,To be Negotiated,Flinders University of South Australia,Flinders University,False
232,11,54158968,IT Network Analyst,network-analyst,2021-10-01T00:33:59Z,"You will work in a fun, supportive and high achieving team as well as being exposed to a wide array of new technologies.",Information & Communication Technology,Engineering - Network,Full Time,Adelaide,,,SA Water,SA Water,False
233,11,54229990,Digital marketing specialist,digital-marketing-specialist,2021-10-06T06:40:32Z,We're looking for a digital marketing specialist who loves using digital,Marketing & Communications,Digital & Search Marketing,Full Time,Adelaide,Adelaide SA 5000,,,Slice,False
234,11,53931011,Google Ads Specialist,google-adwords-specialist,2021-09-15T06:54:46Z,We are looking for a confident Google Ads professional who loves data and driving ROI for their customers.,Marketing & Communications,Digital & Search Marketing,Full Time,Adelaide,Adelaide SA 5000,,,Digital Marketing Tribe,False
235,11,54236763,Private Tax & Advisory Senior Analyst or Manager - Adelaide,advisory-analyst,2021-10-06T23:00:08Z,"As a Senior Analyst and Manager in our Adelaide team, you will have the opportunity to shape and drive the business.",Accounting,Taxation,Full Time,Adelaide,,,Deloitte,Deloitte,False
236,11,54237530,Project Developer - Remote,project-developer,2021-10-06T23:25:47Z,The Project Developer will own and coordinate the delivery of projects,Education & Training,Research & Fellowships,Full Time,Adelaide,Adelaide SA 5000,,Good to Great Schools,Good to Great Schools Australia Limited,False
237,11,54062705,IT Customer Service Analyst,customer-service-role,2021-09-24T02:05:34Z,Raytheon Australia is looking for its next IT Customer Service Analyst.,Call Centre & Customer Service,Customer Service - Call Centre,Full Time,Adelaide,Mawson Lakes SA 5095,,Raytheon Australia,Raytheon Australia,False
238,11,53971940,SAP S/4 Data Architect,data-architect,2021-09-17T07:24:32Z,"Data architect with experience of SAP S/4 required for contract role, Adelaide client WFH is possible with some travel to Adelaide",Information & Communication Technology,Architects,Contract/Temp,Adelaide,,,Speller International,Speller International,False
239,11,54289018,Google Ads Expert (PPC specialist) - Digital Marketing,digital-marketing,2021-10-11T00:09:57Z,The team at Digital Marketing Adelaide are excited to put the call out for a talented Google Ads/PPC expert who has a passion for digital marketing.,Marketing & Communications,Digital & Search Marketing,Full Time,Adelaide,North Adelaide SA 5006,,,Digital Marketing Adelaide,False
240,11,54204351,Enablement Specialist,specialist,2021-10-05T04:08:13Z,"This role is responsible for delivering projects and initiatives that drive systemic change and integrate all aspects of culture, diversity, inclusion",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,AU$102k - AU$111k plus up to 15.4% superannuation,CSIRO,CSIRO,False
241,11,53921237,Quality Assurance Analyst,quality-assurance-analyst,2021-09-15T01:31:46Z,Working within the execution / delivery phase of TNS’ Systems Development Life Cycle (SDLC) to analyze the Quality of software.,Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,Adelaide SA 5000,,Advam,ADVAM,False
242,12,54008291,Data Analyst,data-analyst,2021-09-21T03:40:32Z,Excellent opportunity to move your career to a highly regarded research organisation. Leverage your passion and apply your skills to make an impact.,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time,Adelaide,Adelaide SA 5000,,,NCVER,False
243,12,54111544,Business Analyst,business-analyst,2021-09-28T06:58:01Z,Play a vital role in delivering thorough business and technical analysis to enhance end-user experience,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,Competitive Salary Package,Robert Walters,Robert Walters,False
244,12,54052174,WHS Systems Analyst,systems-analyst,2021-09-23T06:23:04Z,PERSOLKELLY is one of Australia's largest and longest serving recruitment providers. Delivering both quality temporary and permanent options.,"Mining, Resources & Energy","Health, Safety & Environment",Contract/Temp,Adelaide,,,PERSOLKELLY,PERSOLKELLY,False
245,12,54296268,Rolling Recruitment - Technologist Careers,technologist,2021-10-11T03:43:52Z,The Australian Signals Directorate is seeking to fill a number of ASD4-6 positions within the agency.,Information & Communication Technology,Other,Full Time,Adelaide,Adelaide SA 5000,"$69,811 - $95,873 (plus 15.4% superannuation)",Australian Department of Defence,Australian Signals Directorate,False
246,12,54168228,Corporate Tax Senior Analyst,taxation-analyst,2021-10-01T05:00:17Z,"As a Senior Analyst within our corporate tax team, you will provide tax advisory and compliance services to a broad range of clients.",Accounting,Taxation,Full Time,Adelaide,,,Deloitte,Deloitte,False
247,12,54115008,Resource Planning Officer,planning-officer,2021-09-28T14:04:31Z,Support the ongoing development of our Capacity Management team.,Information & Communication Technology,Management,Full Time,Adelaide,,"$86,247 to $99,027 + 15.4% Super",Australian Taxation Office,Australian Taxation Office,False
248,12,54134785,Lead Analytical Scientist - LCMS,scientist,2021-09-29T11:33:08Z,Great opportunity to work for Australia's largest Bioanalytical laboratory as one of their Lead Analytical Scientist - LCMS.,Science & Technology,Biological & Biomedical Sciences,Full Time,Adelaide,Thebarton SA 5031,"$65,000 - $79,999",Agilex Biolabs,Agilex Biolabs Pty Ltd,False
249,12,54134603,Team Leader Master Data,team-leader,2021-09-29T10:45:56Z,Come and bring your analytical skills and leadership ability to the great role at Santos!,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",Full Time,Adelaide,,,Santos,Santos Ltd,False
250,12,54167099,Test Analyst,testing-analyst,2021-10-01T04:29:21Z,"Provide guidance, input and support to the team on, building test scenarios and scripts for our digital applications",Information & Communication Technology,Testing & Quality Assurance,Full Time,Adelaide,Adelaide SA 5000,,,People's Choice,False
251,12,54194754,Software Asset Management Specialist,asset-management-specialist,2021-10-04T23:00:40Z,Bring your Software Asset Management (SAM) specialist skills to South Australia’s largest vocational education and training provider.,Information & Communication Technology,Other,Full Time,Adelaide,Regency Park SA 5010,,TAFE SA,TAFE SA,False
252,12,53957175,Corporate Analyst and Senior Corporate Analyst,corporate-analyst,2021-09-17T00:42:40Z,Imagine yourself advising a diverse range of clients on some of their most important decisions and help them achieve their goals for the future?,Accounting,Analysis & Reporting,Full Time,Adelaide,Adelaide SA 5000,,,SRG Partners,False
